"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2019-10-09","12","Running","","","00:39:14","","00:08:35","00:25:04","00:05:35","","","7.773","62.9","1.92","","117","147","","","","","","","","","Adidas Adizero Boston 7","","Kort lunchjogg.",""
"2019-10-10","18","Orientering","","","00:59:29","","00:00:04","00:04:54","00:05:56","00:44:38","00:03:57","11.143","95.2","3.8","","152","170","","","","","","","","","VJ Bold X","","Nattcup III, Vidingsjö

Lyckades vara först trots dåligt genomförande. Tog det rätt lugnt med tanke på helgen.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=66312&categoryId=2",""
"2019-10-11","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"2019-10-12","13","Running","warm up/down","","00:25:00","","","00:25:00","","","","4.0","","2.0","","","","","","","","","","","","Icebug Spirit 7 OLX II","","",""
"2019-10-12","13","Orientering","","","00:49:36","","00:00:20","00:00:10","00:11:29","00:04:50","00:32:47","9.722","106.4","4.4","","161","177","","","","","","","","","Icebug Spirit 7 OLX II","","25-Manna, str 24

Ind: 24/381 +4.41 (O Ojanaho, HS)
Tot: 19/381 +29.49 (TP)

Stabila insatser av laget innan mig gjorde att jag fick gå ut på plats 22 med flera lag runt omkring.
Jag hamnade i en klunga med R Zernis (Ärla), G Runefors (Växjö) och E Ljungemyr (Kolmården). Vid k3 gör dock Zernis en miss så han hamnar efter. Jag lägger mig sist och låter de andra grabbarna sköta orienteringen (viket de gör bra). Jag får slita men kan ändå hänga med hyfsat på på kartläsningen. Innan långsträckan kommer vi även ikapp Andrei Hramov och då känns det som om farten höjs. Jag bibehåller kontakten med klungan men avståndet ökas. När jag dessutom tvingas gå tillbaka till en kontroll för att en av stämplarna inte tog så ökar luckan ännu mer. 
Strax efter varvning så tappar jag deras ryggar helt och jag tvingas ställa om till egen orientering. Tempot går ner men jag håller ihop det bra ändå. 
Är riktigt jäkla trött på slutet, efter ett lopp där jag legat på rött större delen. Kan inte minnas senast jag var så trött och jag har svårt att springa rakt på upploppet. Surt att jag tvingades släppa ryggarna på slutet men är ändå nöjd med min insats.

Alva gör sedan en kanonsträcka och plockar upp till plats 19, vilket vi ska vara mycket nöjda med!

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=66331&categoryId=35

<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=477.jpg"" title=""Karta""><img alt=""Karta"" height=""100"" src=""http://www.lid1.se/erik/doma/map_images/477.thumbnail.jpg""></a>",""
"2019-10-13","15","Rullskidor","","","01:13:06","","01:03:14","00:08:57","00:00:55","","","17.613","46.3","1.15","","96","133","","","","","","","","","Pro-Ski Flex C3","","Återhämtningsrull.",""
"2019-10-14","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","Krasslig efter helgen. Förkyld och lättare halsont.",""
"2019-10-15","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"2019-10-16","11","Running","","","00:43:06","","00:00:44","00:14:34","00:27:48","","","8.562","63.2","2.63","","130","138","","","","","","","","","Adidas Adizero Boston 7","","Kändes bättre idag så fick bli en lättare jogg på lunchen.",""
"2019-10-17","18","Orientering","","","01:01:14","","00:00:28","00:04:45","00:14:02","00:19:26","00:22:33","11.408","65.9","3.96","","153","174","","","","","","","","","VJ Bold X","","Nattcup IV, TGOK

Rolig bana som gick upp i den fina terrängen. Man hoppas alltid att det ska gå norrut när det är nattcup vid Trädgårdstorp. 

Riktigt bra insats från min sida. Blev själv på vägen till k4 och efter det var det solorace hela vägen in till mål. Bra natt-ol, framförallt sträckan 8-9 är jag mycket nöjd med (se bild)
Seger med nästan 6 min.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=66450&categoryId=0

<a href=""https://drive.google.com/uc?export=view&id=1XJEKZ7n9zAD3gyPOZTGo5rFxVgr7dD_F""><img src=""https://drive.google.com/uc?export=view&id=1XJEKZ7n9zAD3gyPOZTGo5rFxVgr7dD_F"" style=""width: 200.0px;max-width: 100.0%;height: auto;"" title=""Click for the larger version.""></a>
",""
"2019-10-18","11","Running","","","00:54:19","","","00:54:19","","","","10.496","40.8","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Lätt lunchjogg",""
"2019-10-19","13","Orientering","","","00:56:18","","00:00:44","00:04:11","00:41:01","00:10:11","00:00:11","7.939","117.0","3.09","","140","169","","","","","","","","","VJ Bold X","","Jag och Sara tog en minisemester i Västervik. På vägen ner stannade vi för att springa på området från Tjust 2-dagars i somras, men när vi kom fram till TC så var det fullt med jägare där så vi fick ändra planerna lite. 
Sprang dock stora delar av H21-banan fast från en annat ställe. Grymt fin terräng med massor av stora hällmarker. 
Såg inga jägare men dock en älg. :)",""
"2019-10-20","7","Running","","","01:17:01","","00:24:22","00:47:03","00:03:25","00:02:11","","12.539","","1.78","","112","157","","","","","","","","","Adidas Adizero Boston 7","","Löptur före frukost. Gränsöleden 12 km. Mestadels liten stenig vandringsled.",""
"2019-10-21","18","Running","","","00:56:08","00:00:19","00:13:39","00:03:27","00:03:51","00:26:03","00:08:49","13.934","42.9","3.21","","140","179","","","","","","","","","NB 1400 v6","","Lätt tröskel 2x5km ala Ingebrigtsen. För min del innebär det en fart av 3.30-3.40. Siktar på att köra mycket sånt i vinter.",""
"2019-10-22","11","Running","","","00:42:47","","","00:42:47","","","","9.297","25.9","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Lunchlöp. Stannade och körde lite löpskolning också.",""
"2019-10-23","20","Running","","","00:36:35","","","00:36:35","","","","8.27","16.8","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Kortare kvällslöp.",""
"2019-10-23","20","Styrka","","","00:10:00","","","00:10:00","","","","","","2.0","","","","","","","","","","","","","","",""
"2019-10-24","20","Running","","","00:42:04","","","","","00:42:04","","9.52","59.1","4.0","","","","","","","","","","","","NB 1400 v6","","5 x 4 min.
Segt att köra intervaller efter kl 20.30...",""
"2019-10-25","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"2019-10-26","19","Orientering","","","01:01:34","","00:00:31","00:11:03","00:02:23","00:11:57","00:35:40","11.278","103.5","4.16","","155","175","","","","","","","","","Icebug Spirit 7 OLX II","","Smålandskavlen, str 1

Ind: 14/40 +1.02 (V Svensk, Stora Tuna)
Tot: 24/40 +60.54 (IFK Göteborg)

Laget: Jag-Martin-Johan A-Manne-Niko

Sällskapsresa större delen av banan pga lite gaflling. Mellan k3 och k13 var det inte gafflat alls... Jag låg i slutet av en 25-manna klunga och hade bra koll på orienteringen. Ingen idé att gå upp och försöka trycka på eller hetsa, utan bara ligga kvar och spara kraft. 
Vid k17 gör jag dock ett klantigt misstag. Jag går på fel sida av en höjd och missar när resten av klungan stämplar. Inser detta efter ett tag men tappar 45 sek. Ser svansen av klungan längre fram och jag får springa hårt som sjutton för att komma ikapp. Kommer ikapp slutet av den då utdragna klungan men är en bit efter täten. Synd för jag kände mig pigg på slutet och hade nog kunnat vara med och spurtat om att vara först in...

Nästa år vill jag springa str 2 så det blir mer egen orientering...


http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=66638&categoryId=72


<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=481.jpg"" title=""Karta""><img alt=""Karta"" height=""100"" src=""http://www.lid1.se/erik/doma/map_images/481.thumbnail.jpg""></a>",""
"2019-10-26","19","Running","warm up/down","","00:20:00","","","00:20:00","","","","3.5","","2.0","","","","","","","","","","","","Icebug Spirit 7 OLX II","","",""
"2019-10-27","10","Orientering","","","00:49:20","","00:00:21","00:00:08","00:04:00","00:36:30","00:08:21","8.277","61.3","4.06","","156","177","","","","","","","","","Icebug Spirit 7 OLX II","","Öppen 9 på Smålle. 
Hyfsat hårt. Strax under tävlingsfart.

Ovant med 1:7500-del så jag sprang för långt till k1. Drog snett till K10, annars OK.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=66625&categoryId=7

<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=480.jpg"" title=""Karta""><img alt=""Karta"" height=""100"" src=""http://www.lid1.se/erik/doma/map_images/480.thumbnail.jpg""></a>",""
"2019-10-28","11","Running","","","00:59:16","","00:00:20","00:41:18","00:17:38","","","13.264","45.8","2.29","","125","137","","","","","","","","","Adidas Adizero Boston 7","","Lunchdistans ",""
"2019-10-29","17","Running","","","01:01:09","","00:00:47","00:07:03","00:31:25","00:21:17","00:00:37","12.653","67.0","3.23","","140","168","","","","","","","","","NB 1400 v5","","LOK-intervaller
5-4-3-2-1-1-2-3-4-5 med 1 min vila

OK genomförande.",""
"2019-10-30","","Styrka","","","00:40:00","","","00:40:00","","","","","","2.0","","","","","","","","","","","","","","Styrka hemma",""
"2019-10-31","11","Running","warm up/down","","00:15:06","","00:00:20","00:12:59","00:01:47","","","3.253","13.9","2.1","","121","145","","","","","","","","","NB 1400 v5","","",""
"2019-10-31","11","Running","","","00:16:28","","","","","","00:16:28","4.88","43.4","5.0","","151","172","","","","","","","","","NB 1400 v5","","Johan Olsson Challenge
Försök #2

Tid: 16.28 (-4 sek)

Yes! Tog segmentet med 4 sek. Trodde inte det i förväg då underlaget var mjukt och segt. 
Gött att jag redan fixat vinterns mål...",""
"2019-10-31","11","Running","warm up/down","","00:15:11","","","00:14:19","00:00:34","00:00:18","","2.681","","2.08","","123","157","","","","","","","","","NB 1400 v5","","",""
"2019-11-01","11","Running","","","00:45:47","","","00:45:47","","","","9.617","65.2","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Lunchjogg ner på stan",""
"2019-11-02","10","Running","","","01:28:40","","00:15:21","01:05:51","00:07:12","00:00:05","00:00:11","14.546","68.0","1.92","","117","169","","","","","","","","","NB Summit unknown","","Lätt distans med tjejerna från Domnarvet (Elin, Emma och Eva).",""
"2019-11-03","15","Running","","","01:21:17","","00:24:25","00:55:59","00:00:43","00:00:10","","15.289","62.0","1.71","","112","153","","","","","","","","","Adidas Adizero Boston 7","","Distans. Trött och stel som satan i ljumske/höft.",""
"2019-11-04","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"2019-11-05","17","Running","","","00:58:12","","00:28:00","00:09:55","00:08:48","00:08:49","00:02:40","9.667","52.1","2.11","","120","179","","","","","","","","","VJ Bold X","","Annikas backpass. 
20 ggr uppför vallamassivet med 10 upphopp på toppen varje gång. Kommer nog kännas i benen imorgon...",""
"2019-11-06","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"2019-11-07","17","Orientering","","","01:00:32","","00:21:36","00:28:15","00:03:54","00:06:34","00:00:13","6.891","32.7","1.94","","119","164","","","","","","","","","VJ Bold X","","SoJ upptakt.
Stafettträning innan i form av ""Lasses vansinne"". Kul men mycket väntetid...

Note: Trillade och slog i bröstkorgen. Gjorde rätt ont efteråt.",""
"2019-11-08","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Heldag i Uppsala. ",""
"2019-11-09","10","Running","","","01:00:16","","","01:00:16","","","","12.309","145.7","2.0","","","","","","","","","","","","NB 1400 v6","","Mer ont i bröstkorgen. Kan vara en liten spricka i något revben.
Testade att köra ett lugnare löppass. Det gick ändå ok.",""
"2019-11-10","11","Running","","","02:02:16","","","02:02:16","","","","21.014","91.1","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Lätt långpass. Fick ökande smärta (!) i ljumsken och sista halvtimmen fick jag bitvis gå. Inte bra..  kommer ringa fysioterapeuten imorgon. ",""
"2019-11-11","20","Styrka","","","00:30:00","","","00:30:00","","","","","","2.0","","","","","","","","","","","","","","Styrka/rehab hemma.",""
"2019-11-12","11","Running","","","00:44:01","","00:03:09","00:36:05","00:03:55","00:00:52","","8.586","62.9","2.06","","118","153","","","","","","","","","NB Summit unknown","","Lätt lunchjogg. Fortsatta problem med höftböjaren. Har bokat tid hos sjukgymnast nu iallafall.",""
"2019-11-13","19","Running","","","00:57:15","","00:03:17","00:39:43","00:04:28","00:09:21","00:00:26","11.743","134.9","2.37","","124","166","","","","","","","","","NB 1400 v6","","8 x Slakabacken",""
"2019-11-14","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Heldag i Uppsala.",""
"2019-11-15","17","Running","","","00:47:29","","00:01:14","00:33:28","00:12:47","","","10.706","57.5","2.24","","123","138","","","","","","","","","Adidas Adizero Boston 7","","Kvällsdistans 

Note: Var hos sjukgymnasten idag. Han konstaterade att mina problem troligtvis sitter i de inre lårmusklerna dvs adduktorerna. Nästa gång vi ses blir det mer utförlig screening och det troliga utfallet efter det är ett rehabprogram för att förstärka rörelse/styrka i det området.",""
"2019-11-16","9","Running","","","01:08:40","","00:11:06","00:08:51","00:11:12","00:23:10","00:14:21","17.004","48.5","3.3","","143","170","","","","","","","","","NB 1400 v6","","4 x 10 min på vägen till Ljungsbro (via Berg). 
Gick enligt plan med snitt mellan 3.30-3.40",""
"2019-11-17","10","Running","warm up/down","","00:16:26","","","00:16:26","","","","3.239","25.8","2.0","","","","","","","","","","","","VJ Bold X","","",""
"2019-11-17","10","Orientering","","","00:49:40","","","","00:03:15","00:22:53","00:23:32","8.893","39.0","4.41","","161","181","","","","","","","","","VJ Bold X","","Sunes bana.

Kass orientering. Totalt kanske 5 min bom. Hyfsat fart bitvis dock.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=66975&categoryId=2&ct=true",""
"2019-11-18","11","Running","","","00:50:49","","00:00:17","00:03:13","00:40:14","00:07:03","00:00:02","12.741","55.0","3.07","","139","163","","","","","","","","","Adidas Adizero Boston 7","","Lunchdistans. Lite snabbare än vanligt.",""
"2019-11-19","20","Styrka","","","00:30:00","","","00:30:00","","","","","","2.0","","","","","","","","","","","","","","Styrka/rehab hemma",""
"2019-11-20","11","Running","","","00:46:39","","00:00:16","00:04:17","00:12:20","00:20:50","00:08:56","10.993","32.5","3.73","","149","186","","","","","","","","","NB 1400 v5","","Lunchintervaller.
5x4 min.
Fart: 3.18 - 3.16 - 3.14 - 3.15 - 3.14",""
"2019-11-21","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"2019-11-22","11","Running","warm up/down","","00:08:52","","00:00:14","00:07:23","00:01:15","","","1.977","10.9","2.11","","124","132","","","","","","","","","NB 1400 v6","","",""
"2019-11-22","11","Running","tempo","","00:35:18","","00:01:10","00:05:49","00:03:52","00:11:29","00:12:58","10.01","28.4","3.83","","151","176","","","","","","","","","NB 1400 v6","10 km testrunda - lunchpass","10 km tröskel på lunchen.",""
"2019-11-22","11","Running","warm up/down","","00:04:21","","","00:00:48","00:01:46","00:01:47","","0.774","4.0","3.23","","142","162","","","","","","","","","NB 1400 v6","","",""
"2019-11-23","10","Orientering","","","01:22:38","","00:00:23","00:12:56","00:49:37","00:19:42","","9.876","192.6","3.07","","138","161","","","","","","","","","VJ Bold X","","Helg i Örebro. Träning med LiU Elit på fm. OL-slingor i ett stenigt men ganska roligt område.
Ölprovning på Örebros Ölhall på em/kväll",""
"2019-11-24","10","Löpning terräng","","","01:34:52","","00:10:59","01:01:39","00:21:44","00:00:30","","14.103","190.2","2.12","","121","157","","","","","","","","","VJ Bold X","","Distans på stig/skog med Putte och Per. Jag var riktigt seg och höll ner tempot för de andra två. ",""
"2019-11-25","20","Running","","","00:48:34","","00:01:23","00:43:20","00:03:51","","","10.452","57.8","2.05","","120","135","","","","","","","","","Adidas Adizero Boston 7","","Kvällsdistans.",""
"2019-11-26","17","Running","","","01:08:29","","00:02:06","00:30:37","00:19:43","00:14:47","00:01:16","13.826","83.9","2.74","","132","188","","","","","","","","","NB 1400 v5","","LOK-intervaller
1-2-3-4-5-5-4-3-2-1 med 1 vila.
Ganska tung känsla men jag krigade på bra iallafall.",""
"2019-11-27","11","Running","","","00:43:16","","","00:43:16","","","","9.047","29.2","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Lunchjogg",""
"2019-11-28","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Ingen träning idag tyvärr..",""
"2019-11-29","11","Running","","","00:45:32","","00:00:07","00:00:26","00:07:19","00:28:20","00:09:20","10.524","24.6","4.02","","155","165","","","","","","","","","NB 1400 v6","","Lunchintervaller
5 x 4 min

Bitvis riktigt halt vilket gjorde det svårt att springa fort.
Fart mellan 3.20-3.30",""
"2019-11-30","10","Running","","","00:15:49","","","","00:04:48","00:04:56","00:06:05","4.667","25.0","4.08","","157","183","","","","","","","","","VJ Bold X","","Lill-Raffes #3

7.51+7.58 = 15.49

Körde veckans deltävling av lill-raffes direkt efter sprinten. Var rätt seg så farten var inte superhög. 18 sek långsammare än förra året.",""
"2019-11-30","10","Running","","","00:30:03","","","00:13:29","00:16:16","00:00:18","","6.339","18.8","2.56","","132","155","","","","","","","","","VJ Bold X","","",""
"2019-11-30","10","Orientering","","","00:14:00","","00:00:31","00:00:09","00:00:22","00:07:47","00:05:11","3.445","","4.21","","157","172","","","","","","","","","VJ Bold X","","LOKs sprintcup #1, Lambohov

1/38 -0.28

Sprint på hemmaplan. Några ""extra"" staket inlagda vilket gjorde det lite klurigare. Jag gick i några fällor men farten var rätt bra så jag var snabbast. 

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=67164&categoryId=0

",""
"2019-12-01","10","Running","warm up/down","","00:12:00","","","00:12:00","","","","2.5","","2.0","","","","","","","","","","","","VJ Bold X","","",""
"2019-12-01","10","Orientering","","","00:48:29","","","00:00:47","00:22:00","00:25:42","","9.378","47.1","3.51","","146","153","","","","","","","","","VJ Bold X","","Sunes.

Seg från igår. Lite svajigt här och var men inga stora grejer.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=67189&categoryId=1",""
"2019-12-02","11","Running","","","00:49:05","","","00:49:05","","","","9.922","65.9","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Lunchjogg.",""
"2019-12-03","17","Running","","","01:06:27","","00:00:06","00:01:00","00:04:07","00:41:10","00:20:04","14.363","22.4","4.21","","159","183","","","","","","","","","NB 1400 v6","","Intervaller med LOK längs Tinnerbäcken
5 x 3-2-1 med 1/3 vila

OK fart men stel känsla.",""
"2019-12-04","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Ingen träning denna dag tyvärr",""
"2019-12-05","11","Running","","","00:49:18","","00:00:50","00:03:57","00:44:31","","","11.357","24.7","2.89","","137","147","","","","","","","","","NB 1400 v6","","Lunchintervaller
3 x 10 min
Segt idag....  Tunga ben och motvind typ hela vägen",""
"2019-12-06","17","Orientering","","","01:24:21","","00:06:31","00:11:04","00:50:07","00:16:27","00:00:12","8.601","22.4","2.91","","136","166","","","","","","","","","VJ Bold X","","Keps-OL före LOK-festen. Mycket väntetid. Jag och Klara vann.",""
"2019-12-07","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Trött från igår. Orkade inte träna.",""
"2019-12-08","10","Running","","","01:28:00","","00:01:34","01:01:15","00:21:09","00:03:58","00:00:04","17.883","93.4","2.31","","125","165","","","","","","","","","Adidas Adizero Boston 7","","Distanspass. Hade tänkt springa längre men höften var inte bra.
Pissväder...",""
"2019-12-09","20","Running","","","00:39:24","","00:01:30","00:33:14","00:04:18","00:00:22","","8.469","12.4","2.09","","119","158","","","","","","","","","Adidas Adizero Boston 7","","Kvällsdistans. Skitväder deluxe.",""
"2019-12-10","17","Running","warm up/down","","00:18:08","","00:18:08","","","","","3.718","13.5","1.0","","148","165","","","","","","","","","Icebug Spirit 7 OLX II","","",""
"2019-12-10","17","Running","","","00:17:22","","","00:00:17","00:04:18","00:12:24","00:00:23","4.937","29.8","3.74","","153","165","","","","","","","","","Icebug Spirit 7 OLX II","","Lill-raffes #5 (aka KM i terränglöpning)

Tid: 8.40+8.42 = 17.22

Ganska besvärligt underlag. Inte så farligt halt men mjukt och knöligt. 
Jämn fart hela vägen typ. 7 sek långsammare än förra året.",""
"2019-12-10","17","Running","warm up/down","","00:18:57","","","00:18:57","","","","3.095","12.5","2.0","","120","167","","","","","","","","","Icebug Spirit 7 OLX II","","",""
"2019-12-11","18","Orientering","","","01:00:48","","00:00:25","00:03:47","00:09:00","00:25:05","00:22:31","9.726","147.2","4.08","","155","179","","","","","82.7","","","","VJ Bold X","","Midvinterduell #2 (Rimforsa)

Låg och borrade i täten tillsammans med Algirdas. Vi hade olika varv på bägge fjärilarna och efter andra var jag en bit efter honom. Sen gjorde jag en stor miss på kontrollen efter så den stora klungan typ kom ikapp. Sen gjorde jag ytterligare en stor miss vid k19. Då hörde jag Victor skrika så jag sprang bort till honom. Han hade ramlat och skurit upp handleden på en vass sten. Vi satte på tejp över såren och virade hans tröja runt det ganska djupa såret. Sen kom Maxime och Peter och vi gick till k19 med honom där det stod en gubbe från Björkfors som gick med honom till målet. Efter det tappade jag fokus och missade de bägge återstående kontrollerna.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=67346&categoryId=5&ct=true

Note: Årets lägsta invägning (82.7)",""
"2019-12-12","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Rehabövningar hemma.",""
"2019-12-13","11","Running","","","00:50:00","","","","00:50:00","","","11.44","12.6","3.0","","1","","","","","","","","","","Adidas Adizero Boston 7","","Lunchlöp med Ptr.",""
"2019-12-14","9","Running","","","00:51:19","","00:14:32","00:36:47","","","","10.309","26.3","1.72","","111","127","","","","","","","","","Adidas Adizero Boston 7","","Jogg dit med Ptr + lite nedjogg",""
"2019-12-14","9","Orientering","","","00:14:28","","00:01:05","00:07:49","00:04:38","00:00:42","00:00:14","3.518","","2.39","","123","169","","","","","","","","","Inov-8 x-talon 190 (orange)","","LOKs sprintcup II (Ekholmen)

1/47 -2.39

Kul med ny karta och nytt område!
Jag gjorde ett bra lopp utan några direkta missar. Några sekunders tvekan bara på några ställen. 1 sek ifrån superman-tiden... :)

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=67376&categoryId=0",""
"2019-12-15","9","Running","","","00:39:47","","00:03:49","00:33:55","00:02:03","","","7.825","61.1","1.96","","118","141","","","","","","","","","NB Summit unknown","","",""
"2019-12-15","9","Orientering","","","00:41:19","","00:00:14","00:13:40","00:07:35","00:19:48","00:00:02","7.795","58.2","3.14","","140","163","","","","","","","","","VJ Bold X","","Sunes bana.
Vrickade foten (uppåt) två gånger så tog det rätt lugnt. Nära att få stryk av AB...
http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=67391&categoryId=0",""
"2019-12-16","12","Running","","","00:36:44","","00:02:03","00:33:49","00:00:52","","","8.109","40.4","1.97","","118","134","","","","","","","","","Adidas Adizero Boston 7","","Kort lunchtur.",""
"2019-12-17","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Heldag i den kungliga hufvudstaden.
Pitchade bolaget för ett 20-tal potentiella investerare i ett flådigt mötesrum på Östermalm. Blev rejält grillad...",""
"2019-12-18","18","Running","warm up/down","","00:18:47","","00:01:14","00:03:49","00:07:28","00:06:08","00:00:08","3.167","","3.01","","137","164","","","","","","","","","Inov-8 x-talon 190 (orange)","","",""
"2019-12-18","18","Running","","","00:17:06","","00:00:10","00:00:08","00:01:07","00:14:34","00:01:07","4.729","","3.96","","156","186","","","","","","","","","Inov-8 x-talon 190 (orange)","","Lill-Raffes final (Malmslätt)

8.22 + 8.44 = 17.06

Gick ut i en klunga bakom Putte och Fidde. Tryckte på bra första varvet men närmare mig inte ledarduon. Blev mentalt jobbigt på andra varvet då jag insåg att jag inte skulle komma ikapp så då tappade jag en hel del fart.",""
"2019-12-18","18","Running","warm up/down","","00:10:30","","","00:06:48","00:01:50","00:01:52","","1.586","2.7","2.53","","130","157","","","","","","","","","Inov-8 x-talon 190 (orange)","","",""
"2019-12-19","20","Running","","","01:08:04","","00:09:40","00:58:07","00:00:17","","","14.18","66.2","1.86","","114","129","","","","","","","","","Adidas Adizero Boston 7","","Kvällsdistans.",""
"2019-12-20","11","Running","","","00:47:01","","00:05:17","00:40:56","00:00:48","","","8.864","65.9","1.9","","118","141","","","","","","","","","NB 1400 v5","","Lunchpass. Hade tänkt köra intervaller men kroppen ville annat.",""
"2019-12-21","10","Running","","","00:58:31","","00:02:54","00:15:44","00:15:39","00:14:56","00:09:18","13.803","129.9","3.21","","141","179","","","","","","","","","NB 1400 v6","","3 x 10 min.

Regn och 5 grader. Kul väder... not
Snitt på 3.27 min/km. Helt ok.",""
"2019-12-22","10","Running","","","01:04:35","00:00:28","00:07:57","00:56:10","","","","11.72","114.3","1.86","","119","126","","","","","","","","","NB Summit unknown","","Lätt distans. Hade tänkt springa längre men höften kändes inte bra.",""
"2019-12-23","17","Running","","","00:42:35","","","00:42:35","","","","7.75","97.6","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Kortare löprunda på isiga gator i Borlänge",""
"2019-12-24","9","Running","","","01:40:39","","","01:40:39","","","","19.212","115.6","2.0","","164","197","","","","","","","","","Adidas Adizero Boston 7","","RIAs årliga Juljogg i Borlänge.",""
"2019-12-25","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","Förkyld. För mycket julmat...",""
"2019-12-26","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"2019-12-27","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","Pga sjukdomen kommer jag inte klara 300 h i år... ",""
"2019-12-29","10","Running","","","01:06:27","","","01:06:27","","","","13.303","69.4","2.0","","","","","","","","","","","","Adidas Adizero Boston 7","","Bättre idag så fick bli en löprunda. 
Note: Tillbaka i Linköping.",""
"2019-12-30","17","Running","","","00:56:58","","","00:00:33","00:02:52","00:20:06","00:33:27","13.258","51.3","4.52","","163","171","","","","","","","","","NB 1400 v6","","3 x 10 min
Lätt i medvinden, tungt i motvinden.",""
"2019-12-31","16","Running","","","00:51:26","","00:00:09","00:04:58","00:23:02","00:17:24","00:05:53","11.95","69.8","3.46","","144","174","","","","","","","","","Adidas Adizero Boston 7","","Skridskor på fm och en löprunda på em fick avsluta detta året.",""
"2019-12-31","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","En sammanfattning av 2019

<h2>294.31 h träning </h2>
309 mil löpning

Löpning: 210.24 h (71%)
Orientering: 53.08 h (18%)
Skidor: 17.22 h (6%)
Styrka: 7.35 h (3%)
Övrigt: 6.42 h (2%)

Sjukdagar: 49 st      (29)
Skadedagar: 0 st   (65)
Vilodagar: 36 st       (39)

Kommentar: 
2019 var ett ganska mediokert år. Minsta träningsmängden på 15 år (<300 h). Det beror till stor del av alla sjukdomsproblem som jag hade under våren vilket förstörde hela vårsäsongen. Får se om det blir mer träning under 2020. Tveksamt, med knodd nr 2 på gång och ett företag som expanderar...

<b>Årets bästa:</b> 
Min krigarinsats på 25-manna

<b>Årets sämsta:</b> 
Det bedrövliga loppet på Tjoget

<b>Årets roligaste:</b> 
??

<b>Årets tråkigaste:</b>
Alla missade stafetter på våren pga sjukdom

<b>Årets träningspass:</b>
Johan Olsson Challenge",""
"2020-01-01","14","Running","","","01:23:47","","00:14:03","01:09:44","","","","14.075","96.7","1.83","","117","121","","","","","","","","","NB Summit unknown","","Lätt distanspass på stigar i Tinnerö",""
"2020-01-02","16","Running","","","01:02:08","","00:01:27","00:17:47","00:16:49","00:23:03","00:03:02","13.595","60.9","3.14","","140","177","","","","","","","","","NB 1400 v5","","Intervaller med Niko på lambospåret
2 x (3-2-1-1-2-3) med 1/3 vila

Bra med sparring. ",""
"2020-01-03","10","Running","","","01:05:21","","00:01:13","00:31:48","00:32:20","","","13.911","84.8","2.48","","127","143","","","","","","","","","Adidas Adizero Boston 7","","Distans. Satan va det ska blåsa hela tiden då..",""
